Postinumero,Postinumeroalueen nimi,Postinumeroalueen pinta-ala,"Asukkaat yhteensä, 2018 (HE)","Miehet, 2018 (HE)","Naiset, 2018 (HE)","Asukkaiden keski-ikä, 2018 (HE)","0-2-vuotiaat, 2018 (HE)","3-6-vuotiaat, 2018 (HE)","Perusasteen suorittaneet, 2018 (KO)","Koulutetut yhteensä, 2018 (KO)","Ylioppilastutkinnon suorittaneet, 2018 (KO)","Ammatillisen tutkinnon suorittaneet, 2018 (KO)","Alemman korkeakoulututkinnon suorittaneet, 2018 (KO)","Ylemmän korkeakoulututkinnon suorittaneet, 2018 (KO)","Asukkaiden keskitulot, 2017 (HR)","Asukkaiden mediaanitulot, 2017 (HR)","Alimpaan tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Keskimmäiseen tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Ylimpään tuloluokkaan kuuluvat asukkaat, 2017 (HR)","Taloudet yhteensä, 2018 (TE)","Talouksien keskikoko, 2018 (TE)","Asumisväljyys, 2018 (TE)","Nuorten yksinasuvien taloudet, 2018 (TE)","Lapsettomat nuorten parien taloudet, 2018 (TE)","Lapsitaloudet, 2018 (TE)","Pienten lasten taloudet, 2018 (TE)","Alle kouluikäisten lasten taloudet, 2018 (TE)","Kouluikäisten lasten taloudet, 2018 (TE)","Teini-ikäisten lasten taloudet, 2018 (TE)","Aikuisten taloudet, 2018 (TE)","Eläkeläisten taloudet, 2018 (TE)","Talouksien keskitulot, 2017 (TR)","Talouksien mediaanitulot, 2017 (TR)","Alimpaan tuloluokkaan kuuluvat taloudet, 2017 (TR)","Keskimmäiseen tuloluokkaan kuuluvat taloudet, 2017 (TR)","Ylimpään tuloluokkaan kuuluvat taloudet, 2017 (TR)","Työpaikat yhteensä, 2017 (TP)","Asukkaat yhteensä, 2017 (PT)","Työlliset, 2017 (PT)","Työttömät, 2017 (PT)","Lapset 0-14 -vuotiaat, 2017 (PT)","Opiskelijat, 2017 (PT)","Eläkeläiset, 2017 (PT)","Muut, 2017 (PT)",postitoimipaikka,postitoimipaikka_sv,lyhenne,lyhenne_sv,alkupvm,loppupvm,postinumerokunta,laaninimi_sv,kuntaalkupvm,elynimi_en,laanikoodi,avinimi_sv,kielisuhdenimi_sv,laaninimi,kuntaryhmanimi_sv,kuntanimi,maakuntanimi_en,avinimi_en,maakuntakoodi,seutukuntakoodi,kuntanimi_en,kuntaryhmanimi_en,elynimi_sv,kielisuhdenimi,seutukuntanimi_en,kuntakoodi,elykoodi,elynimi,kuntanimi_sv,laaninimi_en,seutukuntanimi_sv,kielisuhdekoodi,maakuntanimi,avinimi,kuntaryhmanimi,kuntaloppupvm,kielisuhdenimi_en,avikoodi,seutukuntanimi,maakuntanimi_sv,kuntaryhmakoodi,frequency
00380,Pitäjänmäen teollisuusalue (Helsinki),1261325,4547,2229,2318,40,153,171,831,2965,401,1252,627,685,26083,24049,613,2175,972,2458,"1,8","32,1",178,217,438,143,247,196,134,1501,523,40163,33495,502,1329,615,16556,4515,2255,311,643,303,807,196,HELSINKI,HELSINGFORS,HKI,HFORS,1988-11-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,171
00390,Konala (Helsinki),3232854,6510,3213,3297,40,202,250,1315,4091,545,1924,802,820,26015,24086,865,2972,1393,3412,"1,9","33,4",491,174,668,192,338,253,240,1960,795,41350,33176,642,1878,774,5334,6328,3149,374,927,444,1175,259,HELSINKI,HELSINGFORS,HKI,HFORS,1997-03-23,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,250
00400,Pohjois-Haaga (Helsinki),1764452,9621,4499,5122,42,270,328,1986,6354,922,2439,1323,1670,22891,21471,1716,4972,1696,5498,"1,7","30,6",899,332,787,250,452,318,204,3217,1500,34510,28360,1397,3140,967,2116,9672,4564,539,1139,709,2201,520,HELSINKI,HELSINGFORS,HKI,HFORS,1998-10-12,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,328
00410,Malminkartano (Helsinki),1941784,9037,4348,4689,37,325,408,1943,5366,817,2600,1078,871,21686,20863,1687,4063,1169,4392,"2,0","31,1",492,309,981,295,529,413,337,2586,833,36440,31735,1060,2421,639,1588,8553,4095,523,1379,845,1256,455,HELSINKI,HELSINGFORS,HKI,HFORS,2000-08-21,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,408
00420,Kannelmäki (Helsinki),2937878,13691,6482,7209,42,362,524,3434,8175,1119,3938,1622,1496,22222,20687,2572,7319,1965,7422,"1,8","32,7",945,380,1220,325,642,519,406,4159,2075,34915,28449,1923,4480,1120,2758,13989,6154,913,1797,1092,3191,842,HELSINKI,HELSINGFORS,HKI,HFORS,1988-11-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,524
00430,Maununneva (Helsinki),4772714,5834,2832,3002,39,218,289,745,3806,513,1551,743,999,31357,26859,690,1992,1555,2457,"2,4","35,7",164,134,756,193,360,313,285,1113,605,59684,51317,252,1119,860,741,5454,2663,190,1006,485,954,156,HELSINKI,HELSINGFORS,HKI,HFORS,1988-11-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,289
00440,Lassila (Helsinki),950305,4797,2192,2605,44,154,178,947,3181,420,1257,738,766,24357,22067,711,2390,903,2644,"1,7","33,3",376,175,411,139,245,148,96,1365,871,36675,29771,628,1394,550,4741,4626,2004,243,552,321,1349,157,HELSINKI,HELSINGFORS,HKI,HFORS,1997-01-04,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,178
00500,Sörnäinen (Helsinki),585917,12436,6197,6239,38,182,169,1847,10011,2086,2981,2400,2544,23964,22007,2247,7290,2483,8903,"1,4","28,7",3087,782,422,171,281,117,71,7473,1011,31859,26213,2437,4830,1719,9514,12634,8168,955,558,860,1509,584,HELSINKI,HELSINGFORS,HKI,HFORS,1996-01-29,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,169
00510,Etu-Vallila - Alppila (Helsinki),1062161,9783,4710,5073,39,238,223,1440,7596,1234,2297,1942,2123,25125,22916,1516,5346,2060,6619,"1,5","29,1",2007,598,527,221,362,148,80,5136,959,34081,27045,1642,3505,1377,15746,9628,5948,687,655,558,1397,383,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,223
00520,Itä-Pasila (Helsinki),1567139,7276,3647,3629,39,256,266,1350,4963,810,1652,1100,1401,24472,22305,1313,3531,1503,4002,"1,8","31,0",643,311,569,232,378,213,107,2581,856,38583,32134,899,2110,994,14277,7299,3759,425,860,511,1324,420,HELSINKI,HELSINGFORS,HKI,HFORS,1997-01-24,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,266
00530,Kallio (Helsinki),1588140,18644,8789,9855,41,333,320,2750,14737,2743,4375,3312,4307,26465,22939,3110,10146,4202,12345,"1,5","30,9",3132,1084,830,317,536,247,156,9092,2441,37036,28884,2840,6534,2922,14262,18612,10876,1174,1046,1170,3607,739,HELSINKI,HELSINGFORS,HKI,HFORS,1997-02-28,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,320
00540,Kalasatama (Helsinki),683207,2910,1388,1522,37,124,145,291,2146,342,595,509,700,31697,26249,346,1039,755,1450,"2,0","32,0",195,182,301,113,203,100,52,895,255,53371,41641,186,610,470,493,2521,1488,72,345,206,346,64,HELSINKI,HELSINGFORS,HKI,HFORS,2008-12-28,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,145
00550,Vallila (Helsinki),946646,9189,4309,4880,38,225,257,1399,6896,1248,2254,1690,1704,22851,21339,1752,5000,1587,5789,"1,6","29,7",1311,533,596,208,373,214,111,4219,978,32732,27607,1565,3167,1036,2291,9243,5395,605,815,751,1394,283,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,257
00560,Toukola-Vanhakaupunki (Helsinki),3878502,13807,6407,7400,36,471,690,1405,9912,1828,2775,2248,3061,27964,24927,2041,5448,3410,7112,"1,9","31,2",1266,762,1525,440,876,627,378,4356,1255,45218,36819,1379,3338,2039,6020,13438,7212,523,2269,1184,1852,398,HELSINKI,HELSINGFORS,HKI,HFORS,1996-11-08,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,690
00570,Kulosaari (Helsinki),1796540,4004,1846,2158,41,105,178,439,2789,459,661,514,1155,44426,28005,579,1297,1320,1930,"2,1","42,2",245,103,455,95,205,216,162,917,572,73730,41440,341,780,807,1186,3962,1881,143,654,273,827,184,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,178
00580,Verkkosaari (Helsinki),1310059,2945,1417,1528,37,89,137,342,2116,462,603,498,553,25815,23957,527,1242,687,1546,"1,8","31,5",363,179,287,82,156,134,64,989,272,41098,34895,382,720,421,7693,2948,1589,92,454,280,429,104,HELSINKI,HELSINGFORS,HKI,HFORS,1996-01-29,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,137
00590,Kaitalahti (Helsinki),1821381,1956,857,1099,39,98,106,225,1379,167,546,302,364,33021,27865,128,334,280,1023,"1,9","34,4",148,54,230,91,149,55,58,621,175,56473,43317,47,213,175,37,904,498,39,145,61,130,31,HELSINKI,HELSINGFORS,HKI,HFORS,2008-12-28,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,106
00600,Koskela-Helsinki (Helsinki),949209,4153,1938,2215,44,100,141,1110,2384,396,1036,397,555,22409,18699,865,2057,573,1987,"1,9","33,1",194,67,366,91,180,179,112,967,661,36541,27093,642,1061,282,1265,4147,1519,227,543,409,1244,205,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,141
00610,Käpylä (Helsinki),2015365,8166,3610,4556,41,287,436,1255,5406,683,1905,1118,1700,26870,24268,992,3942,1822,4304,"1,8","30,7",461,243,954,274,541,389,247,2273,1089,40830,32425,827,2505,1008,4440,8249,4018,436,1333,466,1754,242,HELSINKI,HELSINGFORS,HKI,HFORS,1986-01-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,436
00620,Metsälä-Etelä-Oulunkylä (Helsinki),2244049,3285,1525,1760,44,96,123,479,2247,301,754,465,727,29027,24966,439,1457,910,1541,"2,0","40,0",174,85,329,89,159,135,114,793,425,49544,39628,259,753,534,6859,3349,1549,106,454,229,912,99,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,123
00630,Maunula-Suursuo (Helsinki),2513374,8309,3897,4412,43,245,359,1903,4969,628,2173,852,1316,24245,21578,1228,4249,1429,4674,"1,8","33,9",573,183,833,228,438,391,257,2374,1482,35539,27335,1272,2656,757,1423,8383,3518,557,1293,545,2155,315,HELSINKI,HELSINGFORS,HKI,HFORS,2000-08-14,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,359
00640,Oulunkylä-Patola (Helsinki),2259873,8185,3831,4354,42,262,326,1329,5377,739,1968,1070,1600,27176,24082,1139,3676,1913,4245,"1,9","35,7",525,236,862,238,433,378,298,2148,1252,42907,33748,868,2295,1105,2150,8171,3899,338,1240,560,1858,276,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,326
00650,Veräjämäki (Helsinki),1631932,4276,2034,2242,39,162,226,736,2594,345,975,461,813,29054,25005,575,1723,1044,2006,"2,1","35,8",138,101,555,149,284,235,184,941,519,48293,36898,342,1078,577,551,4315,1925,210,833,347,814,186,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,226
00660,Länsi-Pakila (Helsinki),2559655,6646,3287,3359,43,181,327,747,4455,517,1470,765,1703,37003,30035,749,2077,2408,2638,"2,5","40,3",69,46,830,168,354,394,327,853,983,72845,61907,196,1077,1356,1101,6702,2989,186,1195,477,1672,183,HELSINKI,HELSINGFORS,HKI,HFORS,2000-09-04,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,327
00670,Paloheinä (Helsinki),3040959,5989,2938,3051,41,171,346,547,3929,452,1285,666,1526,38281,32095,618,1615,2271,2252,"2,6","38,4",18,31,840,156,356,417,342,722,712,76359,66747,124,867,1259,568,6025,2810,152,1273,426,1196,168,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,346
00680,Itä-Pakila (Helsinki),2164288,3663,1841,1822,40,115,187,418,2339,299,848,471,721,33993,29228,420,1156,1201,1417,"2,5","39,7",45,32,490,104,219,229,187,521,415,66382,58351,100,648,668,896,3694,1697,134,741,271,721,130,HELSINKI,HELSINGFORS,HKI,HFORS,1986-01-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,187
00690,Tuomarinkylä-Torpparinmäki (Helsinki),4714016,2773,1362,1411,38,96,184,396,1643,194,694,298,457,30086,27220,312,960,769,1086,"2,6","36,5",28,16,414,87,199,192,154,381,299,57326,50451,104,581,391,335,2762,1264,95,601,227,493,82,HELSINKI,HELSINGFORS,HKI,HFORS,1988-10-01,NULL,091,NULL,1990-01-01,Uusimaa ELY Centre,NULL,Södra Finlands Regionalförvaltningsverk,Tvåspråkiga kommuner med finska som flertalets språk,NULL,Urbana kommuner,Helsinki,Uusimaa,Southern Finland AVI,1,11,Helsinki,Urban municipalities,NTM-centralen i Nyland,"Kaksikielinen kunta, enemmistön kieli on suomi",NULL,91,1,Uudenmaan ELY-keskus,Helsingfors,NULL,Helsingfors,1,Uusimaa,Etelä-Suomen Aluehallintovirasto,Kaupunkimaiset kunnat,NULL,Bilingual municipality with Finnish-speaking majority,1,Helsinki,Nyland,1,184
