toimipaikka_oid,nimi,nimi_sv,varhaiskasvatuspaikat,jarjestamismuoto_koodi,kasvatusopillinen_jarjestelma_koodi,toimipaikka_kayntiosoite,toimipaikka_kayntiosoite_postinumero,toimipaikka_kayntiosoite_postitoimipaikka,toimintamuoto_koodi,varda_toiminnallinenpainotus.toimintapainotus_kytkin,tp01_musiikki,tp02_liikunta,tp03_kuvataide,tp04_tiede,tp05_draama,tp06_ymparisto_ja_luonto,tp07_seikkailu,tp08_media,tp09_maailmankatsomuksellinen,tp99_muu,kielipainotus_kytkin,kielipainotus_fi,kielipainotus_sv,kielipainotus_en,kielipainotus_muu,alkamis_pvm,paattymis_pvm,jarjestaja_oid,jarjestaja_nimi,jarjestaja_y_tunnus,jarjestaja_yritysmuoto,jarjestaja_ytjkieli,jarjestaja_kayntiosoite,jarjestaja_kayntiosoite_postinumero,jarjestaja_kayntiosoite_postitoimipaikka,jarjestaja_alkamis_pvm,jarjestaja_paattymis_pvm
1.2.246.562.10.67281443662,LAUKEELAN PÄIVÄKOTI,LAUKEELAN PÄIVÄKOTI,144,['jm01'],kj98,VIRKATIE 4,31760,URJALA,tm01,False,1,0,0,0,0,0,0,0,1,0,False,1,1,0,et,1975-05-01,,1.2.246.562.10.802378234410,Sodankylän kunta,0193169-1,KUNTA,,Jäämerentie 1,99600,SODANKYLÄ,1978-03-15,
1.2.246.562.10.67288796856,DH Axel,DH Axel,63,['jm01'],kj98,Sjömansgatan 12,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,et,2011-09-15,,1.2.246.562.10.16264501384,Kannonkosken kunta,0175798-8,KUNTA,,JÄRVITIE 1,43300,KANNONKOSKI,1978-03-15,
1.2.246.562.10.67301484357,Saturanta,Saturanta,92,['jm01'],kj98,Himminpolku 8,37500,LEMPÄÄLÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2006-01-01,,1.2.246.562.10.414627898710,Pelkosenniemen kunta,0191866-5,KUNTA,,Sodankyläntie 1 A,98500,PELKOSENNIEMI,1978-03-15,
1.2.246.562.10.67345339948,Aseman koulun esiopetus,Aseman koulun esiopetus,21,['jm01'],kj98,Kauppalankatu 8,05800,HYVINKÄÄ,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-05-01,,1.2.246.562.10.40889771776,Pomarkun kunta,0136610-0,KUNTA,,Vanhatie 14,29630,POMARKKU,1978-03-15,
1.2.246.562.10.67358449956,PK Katiska,PK Katiska,105,['jm01'],kj98,Harustie 4,00099,HELSINGIN KAUPUNKI,tm01,False,1,0,1,0,0,0,0,0,0,0,False,1,0,0,so,1991-04-01,,1.2.246.562.10.47010230846,Muuramen kunta,0176699-9,KUNTA,,Virastotie 8,40950,MUURAME,1978-03-15,
1.2.246.562.10.67362438151,KEMIEN LEIKKITOIMINTA,KEMIEN LEIKKITOIMINTA,0,['jm01'],kj98,SÄRKILAHDENTIE 224,82350,TIKKALA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2019-02-01,,1.2.246.562.10.895016448210,Pyhännän kunta,0189226-6,KUNTA,,Manuntie 2,92930,PYHÄNTÄ,1978-03-15,
1.2.246.562.10.67461666280,LIPERIN LEIKKITOIMINTA,LIPERIN LEIKKITOIMINTA,24,['jm01'],kj98,KOULUKUJA 1,83100,LIPERI,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,1,,2005-08-01,,1.2.246.562.10.43281989293,Pielaveden kunta,0172446-5,KUNTA,,Puistotie 30,72401,PIELAVESI,1978-03-15,
1.2.246.562.10.67462858332,Iitiän päiväkoti,Iitiän päiväkoti,60,['jm01'],kj98,Tuomelankankaantie 1,53830,LAPPEENRANTA,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2012-08-01,,1.2.246.562.10.66173287591,Pornaisten kunta,0130095-3,KUNTA,,Kirkkotie 176,07170,PORNAINEN,1978-03-15,
1.2.246.562.10.67466316311,Pyhäniemen päiväkoti,Pyhäniemen päiväkoti,60,['jm01'],kj98,Pyhäniementie 63,16730,KUTAJÄRVI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,es,2013-08-01,,1.2.246.562.10.81449413046,Vetelin kunta,0184278-7,KUNTA,,Kivihyypäntie 1,69700,VETELI,1978-03-15,
1.2.246.562.10.67486299133,Ruutanan esiopetus,Ruutanan esiopetus,48,['jm01'],kj98,Ruutanantie 750 B,36110,RUUTANA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2007-08-01,,1.2.246.562.10.28690502241,Petäjäveden kunta,0176769-2,KUNTA,,Suutarintie 4,41900,PETÄJÄVESI,1978-03-15,
1.2.246.562.10.67502580110,Esikoululaiset Nilakan Yhtenäiskoulu,Esikoululaiset Nilakan Yhtenäiskoulu,16,['jm01'],kj98,Koulutie,72600,Keitele,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2018-01-08,,1.2.246.562.10.79559056522,Karvian kunta,0133735-0,KUNTA,,Kylä-Karviantie 17,39930,KARVIA,1978-03-15,
1.2.246.562.10.67559904643,Kyyninkadun päiväkoti,Kyyninkadun päiväkoti,63,['jm01'],kj98,Kyyninkatu 3,37100,NOKIA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2015-08-01,,1.2.246.562.10.98343673038,Kauniaisten kaupunki,0203026-2,KUNTA,,Kauniaistentie 10,02700,GRANKULLA,1978-06-30,
1.2.246.562.10.67571776268,Haikobrinkens daghem,Haikobrinkens daghem,123,['jm01'],kj98,Vårblomsvägen 1,06400,PORVOO,tm01,False,0,0,0,0,0,0,1,0,0,0,True,1,0,0,,2004-08-01,,1.2.246.562.10.17061224014,Karkkilan kaupunki,0127046-7,KUNTA,,Valtatie 26,03600,KARKKILA,1978-03-15,
1.2.246.562.10.67577951444,PK Kamomilla,PK Kamomilla,91,['jm01'],kj98,Tilanhoitajankaari 34,00099,HELSINGIN KAUPUNKI,tm01,False,0,1,0,0,0,0,0,0,0,0,False,1,1,1,,2001-08-02,,1.2.246.562.10.556561431410,Sonkajärven kunta,9090160-2,KUNTA,,Rutakontie 28,74301,SONKAJÄRVI,1978-03-15,
1.2.246.562.10.67587181008,DH Pärlan,DH Pärlan,84,['jm01'],kj98,Livornonkatu 2,00099,HELSINGFORS STAD,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2016-08-01,,1.2.246.562.10.494695390410,Vantaan kaupunki,0124610-9,KUNTA,,Stationsvägen 7,01300,VANDA,1978-03-15,
1.2.246.562.10.67606644093,SVENSKA DAGHEMMET,SVENSKA DAGHEMMET,77,['jm01'],kj98,Västra Kyrkogatan 47,67100,KOKKOLA,tm01,False,0,0,0,0,0,0,1,0,0,1,False,1,0,0,,2000-01-01,,1.2.246.562.10.65653256340,Aamukasteen ilo,2039265-4,YKSITYINEN_ELINKEINONHARJOITTAJA,,Kauppakaari 13,04200,KERAVA,2006-05-31,
1.2.246.562.10.67607142691,LUOPAJÄRVEN ESIOPETUSRYHMÄ,LUOPAJÄRVEN ESIOPETUSRYHMÄ,13,['jm01'],kj98,SEINÄJOENTIE 1010,61270,LUOPAJÄRVI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2000-08-01,,1.2.246.562.10.90008375488,Espoon kaupunki,0101263-6,KUNTA,,Brogatan 11,02770,ESBO,1978-03-15,
1.2.246.562.10.67679853746,SUODENNIEMEN KOULU ESIOPETUS-PÄIVÄHOITO,SUODENNIEMEN KOULU ESIOPETUS-PÄIVÄHOITO,16,['jm01'],kj98,JALKAVALANTIE 2,38510,SASTAMALA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2009-01-01,,1.2.246.562.10.94827187173,Quhasekka Testifirma,7016067-5,KOMMANDIITTIYHTIO,,test2,20100,ÅBO,2019-11-28,
1.2.246.562.10.67709404767,Kirkonkylän päiväkoti (Pikku-Palola),Kirkonkylän päiväkoti (Pikku-Palola),21,['jm01'],kj98,Kanervatie 15,54710,LEMI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2007-01-01,,1.2.246.562.10.68032303478,Siikalatvan kunta,0189019-9,KUNTA,,Pulkkilantie 4,92600,PULKKILA,1978-03-15,
1.2.246.562.10.67722340865,Språkbadsdaghemmet,Språkbadsdaghemmet,24,['jm01'],kj98,Kyrkostrandsgatan 16,68600,JAKOBSTAD,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2018-08-01,,1.2.246.562.10.52022343165,Vihdin kunta,0131905-6,KUNTA,,Asemantie 30,03100,NUMMELA,1978-03-15,
1.2.246.562.10.67789916201,Kaislan Päiväkoti,Kaislan Päiväkoti,74,['jm01'],kj98,Kaislakatu 8 f,80130,Joensuu,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2015-01-01,,1.2.246.562.10.67757437511,Muhoksen kunta,0186646-3,KUNTA,,ASEMATIE 14,91500,MUHOS,1978-03-15,
1.2.246.562.10.67823039556,Helilän päiväkoti,Helilän päiväkoti,42,['jm01'],kj98,Sampokuja 4,48600,KOTKA,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2007-01-01,,1.2.246.562.10.59676978782,Keuruun kaupunki,0208388-2,KUNTA,,Multiantie 5,42700,KEURUU,1978-06-30,
1.2.246.562.10.67866006306,Syrjälän päiväkoti,Syrjälän päiväkoti,77,['jm01'],kj98,Syrjäläntie 35,01800,KLAUKKALA,tm01,False,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,2002-08-01,,1.2.246.562.10.83385931197,Utajärven kunta,0190224-1,KUNTA,,Laitilantie 5,91601,UTAJÄRVI,1978-03-15,
1.2.246.562.10.67879129632,NYHKÄLÄN ESIOPETUS,NYHKÄLÄN ESIOPETUS,0,['jm01'],kj98,HUHDINTIE 13,03600,KARKKILA,tm01,False,0,0,0,1,0,0,1,0,0,0,False,1,0,0,,2017-08-01,,1.2.246.562.10.501459103410,Kalajoen kaupunki,0185924-7,KUNTA,,KALAJOENTIE 5,85100,KALAJOKI,1978-03-15,
1.2.246.562.10.67886700243,KOIRAMÄEN PÄIVÄKOTI,KOIRAMÄEN PÄIVÄKOTI,54,['jm01'],kj98,KARJALANKATU 6,38210,SASTAMALA,tm01,False,0,0,0,0,0,1,0,1,0,0,False,1,0,0,,1991-04-01,,1.2.246.562.10.27580498759,PARIKKALAN KUNTA,1913642-6,KUNTA,,Harjukuja 6,59100,PARIKKALA,2004-08-26,
1.2.246.562.10.67929320413,Matarin päiväkoti,Matarin päiväkoti,103,['jm01'],kj98,Ajomiehenkuja 11,01400,Vantaa,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1990-08-01,,1.2.246.562.10.52482552628,Ypäjän kunta,0158301-7,KUNTA,,PERTTULANTIE 20,32100,YPÄJÄ,1978-03-15,
1.2.246.562.10.67944048981,DH Solhälla,DH Solhälla,35,['jm01'],kj98,Stoppargränden 9,00099,HELSINGFORS STAD,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,0,0,,1995-01-01,,1.2.246.562.10.52181390338,Raision kaupunki,0204428-5,KUNTA,,NALLINKATU 2,21200,RAISIO,1978-06-30,
1.2.246.562.10.67973172686,"Kvevlax lärcenter, förskola","Kvevlax lärcenter, förskola",68,['jm01'],kj98,Södra Funisbackvägen 12,66530,KVEVLAX,tm01,False,0,0,0,1,0,0,0,0,0,1,False,1,0,0,,2019-08-01,,1.2.246.562.10.64435881079,Pirkkalan kunta,0152084-1,KUNTA,,Suupantie 6 C,33960,PIRKKALA,1978-03-15,
1.2.246.562.10.67990627290,PK Tuorinniemi,PK Tuorinniemi,259,['jm01'],kj98,Agnetankuja 4,00099,HELSINGIN KAUPUNKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,1999-08-01,,1.2.246.562.10.55100459001,Rauman kaupunki,0138780-9,KUNTA,,KANALINRANTA 3,26100,RAUMA,1978-03-15,
1.2.246.562.10.67997583363,KARJALAN PÄIVÄKOTI,KARJALAN PÄIVÄKOTI,21,['jm01'],kj98,KARJALANKYLÄNTIE 114,23100,MYNÄMÄKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2007-01-01,,1.2.246.562.10.29649375564,Iitin kunta,0158766-7,KUNTA,,Rautatienkatu 22,47400,KAUSALA,1978-03-15,
1.2.246.562.10.67997973028,Marttilan päiväkoti,Marttilan päiväkoti,77,['jm01'],kj98,Tiilitehtaankatu 10,04260,KERAVA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,1,,1989-02-01,,1.2.246.562.10.79856662832,Ruskon kunta,0204524-5,KUNTA,,VANHATIE 5,21290,RUSKO,1978-06-30,
1.2.246.562.10.68023286120,PALOAUKEAN PÄIVÄKOTI,PALOAUKEAN PÄIVÄKOTI,94,['jm01'],kj98,PATTERISTONTIE 12 D,80400,YLÄMYLLY,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-08-01,,1.2.246.562.10.730164316010,Taipalsaaren kunta,0163320-5,KUNTA,,Kellomäentie 1,54920,TAIPALSAARI,1978-03-15,
1.2.246.562.10.68029347595,PÄIVÄKOTI TAHVONTUPA,PÄIVÄKOTI TAHVONTUPA,178,['jm01'],kj98,SIPULITIE 2,04400,JÄRVENPÄÄ,tm01,False,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,1990-01-01,,1.2.246.562.10.77340924875,Riihimäen kaupunki,0152563-4,KUNTA,,Kalevankatu 1,00000,,1978-03-15,
1.2.246.562.10.68029645048,Myllylän koulun esiopetus,Myllylän koulun esiopetus,32,['jm01'],kj98,Seulakuja 10,16300,ORIMATTILA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,1,,2019-08-01,,1.2.246.562.10.10421700658,Hausjärven kunta,0145997-2,KUNTA,,KESKUSTIE 2-4,12100,OITTI,1978-03-15,
1.2.246.562.10.68046246473,Päivölänkaaren päiväkoti,Päivölänkaaren päiväkoti,77,['jm01'],kj98,Päivöläntie 16,04220,KERAVA,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,0,,2004-08-01,,1.2.246.562.10.91998925431,Kokemäen kaupunki,0203925-9,KUNTA,,TULKKILANTIE 2,32800,KOKEMÄKI,1978-06-30,
1.2.246.562.10.68079461809,Mutalan päiväkoti,Mutalan päiväkoti,47,['jm01'],kj98,Palsintie 11,34140,MUTALA,tm01,False,0,0,0,0,0,0,0,0,1,0,False,1,0,1,,2006-01-01,,1.2.246.562.10.52429530125,Kankaanpään kaupunki,0133596-1,KUNTA,,Kuninkaanlähteenkatu 12,38700,KANKAANPÄÄ,1978-03-15,
1.2.246.562.10.68133799186,PÄIVÄKOTI MESIKÄMMEN,PÄIVÄKOTI MESIKÄMMEN,36,['jm01'],kj98,KOTITIE 11 B,51900,JUVA,tm01,False,1,0,0,0,0,0,0,0,1,0,False,1,1,0,,2006-08-01,,1.2.246.562.10.10338723355,Suonenjoen kaupunki,0208061-4,KUNTA,,Keskuskatu 3,77600,SUONENJOKI,1978-06-30,
1.2.246.562.10.68193345482,JOKILAAKSON VUOROPÄIVÄKOTI,JOKILAAKSON VUOROPÄIVÄKOTI,75,['jm01'],kj98,KIRKKOTIE 10,21420,LIETO,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-08-01,,1.2.246.562.10.94791481685,Keravan kaupunki,0127485-5,KUNTA,,​Kultasepänkatu 7,04250,KERAVA,1978-03-15,
1.2.246.562.10.68204046764,Nokelan päiväkoti,Nokelan päiväkoti,63,['jm01'],kj98,Kalervontie 1,85500,NIVALA,tm01,False,0,0,0,0,0,1,0,0,0,0,False,0,0,0,,2007-08-01,,1.2.246.562.10.83164221026,Saarijärven kaupunki,0176975-1,KUNTA,,Sivulantie 11,43100,SAARIJÄRVI,1978-03-15,
1.2.246.562.10.68235300164,Sammontalon päiväkoti,Sammontalon päiväkoti,322,['jm01'],kj98,Ruskonlahdenkatu 5,53850,LAPPEENRANTA,tm01,False,0,0,0,1,0,0,0,0,0,0,False,1,0,1,,2017-08-01,,1.2.246.562.10.95642610208,Myrskylän kunta,0203282-3,KUNTA,,VIRASTOTALO,07600,MYRSKYLÄ,1978-06-30,
1.2.246.562.10.68301196827,POUTAPILVEN PÄIVÄKOTI,POUTAPILVEN PÄIVÄKOTI,69,['jm01'],kj98,HÄMEEN HÄRKÄTIE 610,21450,TARVASJOKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2010-01-01,,1.2.246.562.10.61302864733,Sysmän kunta,0167352-2,KUNTA,,VALITTULANTIE 5,19700,SYSMÄ,1978-03-15,
1.2.246.562.10.68303228107,Vilikkilä,Vilikkilä,60,['jm01'],kj98,Kievarintie 10,63700,ÄHTÄRI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2017-01-01,,1.2.246.562.10.97598980593,Lohjan kaupunki,1068322-0,KUNTA,,KARSTUNTIE 4,08101,LOHJA,1996-11-21,
1.2.246.562.10.68348195360,Sannan päiväkoti,Sannan päiväkoti,41,['jm01'],kj98,Sannastinlaakso 2,50200,Mikkeli,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2010-01-01,,1.2.246.562.10.16982961803,Kittilän kunta,0191406-6,KUNTA,,Valtatie 15,99100,KITTILÄ,1978-03-15,
1.2.246.562.10.68373329454,Pernon päivähoitoyksikkö,Pernon päivähoitoyksikkö,161,['jm01'],kj98,Hyrköistentie 4,20240,TURKU,tm01,True,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.63478199944,Kempeleen kunta,0186002-9,KUNTA,,Asemantie 1,90440,KEMPELE,1978-03-15,
1.2.246.562.10.68386979055,TESJOEN PÄIVÄKOTI TESSJÖ DAGHE,TESJOEN PÄIVÄKOTI TESSJÖ DAGHE,66,['jm01'],kj98,TAVASTANTIE 12,07955,TESJOKI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1974-01-01,,1.2.246.562.10.579477489510,Ilmajoen kunta,0178008-8,KUNTA,,Ilkantie 18,00000,,1978-03-15,
1.2.246.562.10.68414032919,KALEVAN PÄIVÄKOTI,KALEVAN PÄIVÄKOTI,53,['jm01'],kj99,AINONKATU 3,29200,HARJAVALTA,tm01,True,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,1975-06-19,,1.2.246.562.10.57762983609,Janakkalan kunta,0147510-4,KUNTA,,Juttilantie 1,14200,TURENKI,1978-03-15,
1.2.246.562.10.68422602075,Sagobackens daghem,Sagobackens daghem,124,['jm01'],kj98,Brunnsgatan 42,06100,BORGÅ,tm01,False,0,0,0,0,0,0,0,0,0,0,True,1,0,0,,2004-08-01,,1.2.246.562.10.777203741710,Nykarleby stad,0183077-8,KUNTA,,Topeliusesplanaden 7,66900,UUSIKAARLEPYY,1978-03-15,
1.2.246.562.10.68429568030,Solrosen daghem,Solrosen daghem,66,['jm01'],kj98,Kyrkbackavägen 16,68410,NEDERVETIL,tm01,False,0,0,0,0,0,0,0,0,1,0,False,1,0,0,,2013-01-01,,1.2.246.562.10.88465313521,Karstulan kunta,9094917-1,KUNTA,,VIRASTOTIE 4,43500,KARSTULA,1978-03-15,
1.2.246.562.10.68529735604,Ulkometsän päiväkoti Hintsantie 1 B,Ulkometsän päiväkoti Hintsantie 1 B,26,['jm01'],kj98,Hintsantie 1 B,67400,KOKKOLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2017-08-01,,1.2.246.562.10.29215078881,Enonkosken kunta,0163687-9,KUNTA,,Enonkoskentie 3 T,58175,ENONKOSKI,1978-03-15,
1.2.246.562.10.68546900553,Aurinkorinteen vuoropäiväkoti,Aurinkorinteen vuoropäiväkoti,75,['jm01'],kj98,Rahikantie 3,15560,NASTOLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2015-09-01,,1.2.246.562.10.83037752777,Kaarinan kaupunki,0133226-9,KUNTA,,Lautakunnankatu 1,20780,KAARINA,1978-03-15,
1.2.246.562.10.68598438205,"Kirjola, esiopetus","Kirjola, esiopetus",21,['jm01'],kj98,Kirjolankatu 5,59100,Parikkala,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,1,0,,2013-08-01,,1.2.246.562.10.18819210842,Isojoen kunta,0178071-5,KUNTA,,TEOLLISUUSTIE 1,64901,ISOJOKI,1978-03-15,
1.2.246.562.10.68615115018,Pikkolan päiväkoti,Pikkolan päiväkoti,70,['jm01'],kj98,Riihikuja 5,36200,KANGASALA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2006-01-01,,1.2.246.562.10.65218245689,ENONTEKIÖN KUNTA,0190662-1,KUNTA,,Ounastie 165,99400,ENONTEKIÖ,1978-03-15,
1.2.246.562.10.68672700629,Sompion päiväkoti,Sompion päiväkoti,84,['jm01'],kj98,Simeonintie 8,04200,KERAVA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,1990-01-01,,1.2.246.562.10.599832688110,Honkajoen kunta,0132697-7,KUNTA,,PORHONTIE 5,38950,HONKAJOKI,1978-03-15,
1.2.246.562.10.68678211431,Itätuulen päiväkoti,Itätuulen päiväkoti,84,['jm01'],kj98,Mäentakusenkatu 29,33580,TAMPERE,tm01,False,0,0,0,0,0,0,0,0,1,0,False,1,0,1,,2003-01-01,,1.2.246.562.10.31374072721,Kangasniemen kunta,0164690-3,KUNTA,,Otto Mannisen  tie 2,51200,KANGASNIEMI,1978-03-15,
1.2.246.562.10.68683648676,POHJOISKEHÄN KOULUN ESIOPETUS,POHJOISKEHÄN KOULUN ESIOPETUS,0,['jm01'],kj98,POHJOISKEHÄ 12,26200,RAUMA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2019-08-12,,1.2.246.562.10.86262425969,Eurajoen kunta,0132322-3,KUNTA,,KALLIOTIE 5,27100,EURAJOKI,1978-03-15,
1.2.246.562.10.68723223480,Porkkatörmän päiväkoti,Porkkatörmän päiväkoti,63,['jm01'],kj98,Porkkatie 1,93600,KUUSAMO,tm01,False,0,0,0,0,0,0,0,1,0,0,False,1,0,0,,2001-01-01,,1.2.246.562.10.14920881407,Pargas stad,0136082-5,KUNTA,,Rantatie 28,21600,PARAINEN,1978-03-15,
1.2.246.562.10.68746489670,Rutakon koulun esikoulu,Rutakon koulun esikoulu,13,['jm01'],kj98,Lyseotie 3,74300,SONKAJÄRVI,tm01,False,0,0,0,1,1,0,0,0,0,0,False,1,1,0,,2018-08-01,,1.2.246.562.10.28805886679,Siikajoen kunta,2047359-3,KUNTA,,Siikasavontie 1 A,92400,RUUKKI,2006-07-06,
1.2.246.562.10.68782651555,Uppo-Nallen päiväkoti,Uppo-Nallen päiväkoti,148,['jm01'],kj98,Isännäntie 22,70840,KUOPIO,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2006-08-01,,1.2.246.562.10.62362820896,Leppävirran kunta,0172231-2,KUNTA,,Savonkatu 39,79100,LEPPÄVIRTA,1978-03-15,
1.2.246.562.10.68931618257,Peuraniityn päiväkoti,Peuraniityn päiväkoti,72,['jm01'],kj98,Karholantie 3,37370,VESILAHTI,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2016-01-22,,1.2.246.562.10.35139763102,Keiteleen kunta,0170773-7,KUNTA,,Laituritie 1,72600,KEITELE,1978-03-15,
1.2.246.562.10.68984615259,Krassitien päiväkoti,Krassitien päiväkoti,42,['jm01'],kj98,Krassitie 4,01300,Vantaa,tm01,False,0,0,0,0,1,0,0,0,0,0,False,1,0,0,,2018-08-01,,1.2.246.562.10.97762552632,Tohmajärven kunta,1919717-3,KUNTA,,Järnefeltintie 1,82600,TOHMAJÄRVI,2004-09-22,
1.2.246.562.10.68997387755,Päiväkoti Pikkuonni,Päiväkoti Pikkuonni,54,['jm01'],kj98,Larvatie 2,66510,MERIKAARTO,tm01,False,0,0,1,0,0,0,0,0,0,0,False,1,0,0,,2012-11-15,,1.2.246.562.10.72521357425,Kaskisten kaupunki Kaskö stad,0208787-5,KUNTA,,Raatihuoneenkatu 34,64260,KASKINEN,1978-06-30,
1.2.246.562.10.69006213198,Keski-Nurmon päiväkoti,Keski-Nurmon päiväkoti,88,['jm01'],kj98,Jöllöntie 29,60640,ISOKOSKI,tm01,False,0,0,0,0,0,0,0,0,0,1,False,1,0,0,,2009-08-01,,1.2.246.562.10.54585363101,Mänttä-Vilppulan kaupunki,0157867-2,KUNTA,,Seppälän puistotie 15,35800,MÄNTTÄ,1978-03-15,
1.2.246.562.10.69012084476,Päiväkoti Ahlainen,Päiväkoti Ahlainen,35,['jm01'],kj98,Nahkurinkuja 2,29700,AHLAINEN,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2007-08-01,,1.2.246.562.10.71641004123,Juupajoen kunta,0147705-4,KUNTA,,KOSKITIE 50,35500,KORKEAKOSKI,1978-03-15,
1.2.246.562.10.69028417306,KESKUSTAN PÄIVÄKOTI PASTORINTIE,KESKUSTAN PÄIVÄKOTI PASTORINTIE,48,['jm01'],kj98,PASTORINTIE 3,27800,SÄKYLÄ,tm01,False,0,0,0,0,0,1,0,0,0,0,False,1,0,0,,2015-01-01,,1.2.246.562.10.74476197939,Lappeenrannan kaupunki,0162193-3,KUNTA,,Villimiehenkatu 1,53100,LAPPEENRANTA,1978-03-15,
1.2.246.562.10.69096993915,Veikkolan Päiväkoti,Veikkolan Päiväkoti,28,['jm01'],kj98,Kisapolku 3,02880,VEIKKOLA,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.66964696893,Savonlinnan kaupunki,0166906-4,KUNTA,,Olavinkatu 27,57130,SAVONLINNA,1978-03-15,
1.2.246.562.10.69109485347,LAUKOLAN PÄIVÄKOTI VAHDONTIE,LAUKOLAN PÄIVÄKOTI VAHDONTIE,20,['jm01'],kj98,VAHDONTIE 1500,21310,VAHTO,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.17131065538,Taivalkosken kunta,0190100-3,KUNTA,,Urheilutie 4 B,00000,,1978-03-15,
1.2.246.562.10.69146939231,UPSEERIN PÄIVÄKOTI,UPSEERIN PÄIVÄKOTI,75,['jm01'],kj98,HAKUNTIE 16,45610,KORIA,tm01,False,0,0,0,0,0,0,1,0,0,0,False,1,0,0,,2000-01-01,,1.2.246.562.10.98501788818,Salon kaupunki,0139533-1,KUNTA,,Tehdaskatu 2,24100,SALO,1978-03-15,
1.2.246.562.10.69164497211,Singsby daghem,Singsby daghem,60,['jm01'],kj98,Maravägen 10,65710,SINGSBY,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2012-08-01,,1.2.246.562.10.64202244238,Kivijärven kunta,0176150-6,KUNTA,,Virastotie 5 A,43800,KIVIJÄRVI,1978-03-15,
1.2.246.562.10.69165864195,Ahvenojan päiväkoti,Ahvenojan päiväkoti,54,['jm01'],kj98,Ratsastajantie 5,90540,OULU,tm01,False,0,0,0,0,0,1,1,0,0,0,False,1,0,0,,2004-01-01,,1.2.246.562.10.31723701897,Rantasalmen kunta,0166507-1,KUNTA,,Poikkitie 2,58900,RANTASALMI,1978-03-15,
1.2.246.562.10.69338544765,Karhunpesä,Karhunpesä,91,['jm01'],kj98,Mussukkakuja  4,81100,Kontiolahti,tm01,False,0,0,0,0,0,0,0,0,0,0,False,1,0,0,,2017-11-01,,1.2.246.562.10.763120342010,Heinolan kaupunki,1068892-9,KUNTA,,Rauhankatu 3,18100,HEINOLA,1996-11-27,
